age,attend,authoritarianism,black,born,childs,colath,colrac,colcom,colmil,colhomo,colmslm,con_govt,degree,egalit_scale,evangelical,grass,happy,hispanic_2,homosex,income06,marital,mode,news,owngun,partyid_3,polviews,pornlaw2,pray,pres08,reborn_r,relig,science_quiz,sex,sibs,social_connect,social_cons3,south,spend3,teensex,tolerance,tvhours,vetyears,wordsum,zodiac
62,Never,1,No,YES,4,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,<HS,22,Low,LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,9,Widowed,IN-PERSON,FEW TIMES A WEEK,NO,Ind,ExtrmLib,Illegal to all,ONCE A WEEK,Obama,No,NONE,5,Female,2,2,Liberal,South,Mod,ALWAYS WRONG,9,3,NONE,5,PISCES
61,<Once/yr,2,No,YES,3,NOT ALLOWED,ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,<HS,23,Mod,LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,17,Married,IN-PERSON,NEVER,NO,Ind,Conserv,Illegal to all,ONCE A WEEK,McCain,No,PROTESTANT,4,Female,3,4,Mod,South,Conserv,ALWAYS WRONG,6,10,NONE,1,PISCES
75,>Once/wk,2,No,YES,1,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,18,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,16,Married,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,2,Female,4,7,Mod,South,Liberal,ALWAYS WRONG,10,2,NONE,6,TAURUS
65,Never,3,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,HS,29,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,8,Married,IN-PERSON,ONCE A WEEK,YES,Dem,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,NONE,4,Male,1,6,Conserv,South,Liberal,ALWAYS WRONG,4,4,2 TO 4 YEARS,5,GEMINI
70,Once/mo,4,No,YES,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,HS,6,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,22,Married,OVER THE PHONE,EVERYDAY,YES,Rep,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,3,Female,4,6,Mod,South,Conserv,ALWAYS WRONG,7,4,NONE,8,LEO
78,Never,4,No,YES,4,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,<HS,18,Low,LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,6,Widowed,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Moderate,Illegal to all,NEVER,McCain,No,NONE,7,Male,1,4,Conserv,South,Mod,ALWAYS WRONG,5,3,NONE,7,TAURUS
32,Nrly evry wk,3,No,YES,4,NOT ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,19,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,19,Married,OVER THE PHONE,LESS THAN ONCE WK,NO,Rep,Moderate,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,3,Female,2,2,Conserv,South,Conserv,ALWAYS WRONG,4,1,NONE,5,VIRGO
78,Every wk,2,No,YES,5,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,1,HS,7,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,20,Married,IN-PERSON,EVERYDAY,YES,Rep,SlghtCons,Not illegal to all,SEVERAL TIMES A WEEK,McCain,Yes,PROTESTANT,6,Male,1,5,Conserv,South,Conserv,ALWAYS WRONG,3,2,NONE,6,ARIES
86,Nrly evry wk,4,No,YES,6,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,HS,14,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,13,Widowed,IN-PERSON,ONCE A WEEK,NO,Ind,Moderate,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,4,Female,10,0,Conserv,South,Mod,ALWAYS WRONG,4,6,NONE,5,SAGITTARIUS
27,Never,3,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,25,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,18,Never married,IN-PERSON,LESS THAN ONCE WK,YES,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,6,Male,1,2,Mod,South,Liberal,SOMETIMES WRONG,11,24,NONE,6,CAPRICORN
23,Never,2,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,28,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,5,Never married,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,McCain,No,NONE,7,Female,5,5,Liberal,South,Liberal,SOMETIMES WRONG,13,1,NONE,5,SAGITTARIUS
61,>Once/wk,6,No,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,12,High,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,16,Married,IN-PERSON,ONCE A WEEK,YES,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,Yes,PROTESTANT,3,Male,6,6,Mod,South,Liberal,ALWAYS WRONG,10,2,NONE,4,GEMINI
65,2-3 times /mo,3,No,YES,1,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,HS,24,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,8,Divorced,IN-PERSON,NEVER,YES,Dem,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,5,Male,1,0,Conserv,South,Mod,ALWAYS WRONG,2,6,LESS THAN 2 YRS,7,LEO
38,<Once/yr,2,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,12,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,20,Divorced,IN-PERSON,NEVER,YES,Rep,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,McCain,No,CHRISTIAN,4,Male,7,5,Liberal,Nonsouth,Mod,NOT WRONG AT ALL,11,3,MORE THAN 4 YRS,5,ARIES
39,Every wk,2,No,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Bachelor deg,14,High,NOT LEGAL,VERY HAPPY,Yes,ALWAYS WRONG,20,Married,IN-PERSON,FEW TIMES A WEEK,NO,Rep,Conserv,Illegal to all,ONCE A DAY,McCain,Yes,CHRISTIAN,7,Male,0,2,Conserv,Nonsouth,Conserv,ALWAYS WRONG,14,0,MORE THAN 4 YRS,6,SAGITTARIUS
25,Never,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,HS,22,Low,LEGAL,NOT TOO HAPPY,Yes,NOT WRONG AT ALL,9,Divorced,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,NONE,9,Female,3,4,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,14,4,LESS THAN 2 YRS,6,GEMINI
33,Sev times/yr,3,No,NO,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,15,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Married,IN-PERSON,LESS THAN ONCE WK,YES,Ind,Conserv,Not illegal to all,ONCE A DAY,McCain,No,PROTESTANT,5,Male,3,5,Mod,Nonsouth,Conserv,ALWAYS WRONG,14,3,NONE,7,VIRGO
30,Never,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,3,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,15,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,SlghtCons,Not illegal to all,NEVER,Obama,No,NONE,8,Male,2,5,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,14,2,NONE,6,LEO
30,Never,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,15,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,20,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Conserv,Not illegal to all,NEVER,Obama,No,PROTESTANT,4,Male,1,0,Conserv,Nonsouth,Liberal,ALWAYS WRONG,14,6,NONE,4,AQUARIUS
36,>Once/wk,4,No,YES,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,1,Bachelor deg,9,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,17,Married,IN-PERSON,NEVER,NO,Rep,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,6,Male,6,3,Conserv,Nonsouth,Conserv,ALWAYS WRONG,11,4,NONE,6,LIBRA
35,Never,3,No,NO,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,16,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,11,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,5,Male,4,10,Mod,Nonsouth,Liberal,ALWAYS WRONG,12,2,NONE,6,CAPRICORN
23,>Once/wk,3,No,YES,2,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,HS,35,High,LEGAL,VERY HAPPY,No,ALWAYS WRONG,9,Separated,OVER THE PHONE,FEW TIMES A WEEK,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,CHRISTIAN,6,Female,3,3,Liberal,Nonsouth,Mod,ALWAYS WRONG,12,2,NONE,6,AQUARIUS
75,Once/yr,6,No,YES,5,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,<HS,12,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,15,Widowed,IN-PERSON,NEVER,YES,Dem,ExtrmCons,Illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,5,Male,8,3,Mod,Nonsouth,Conserv,ALWAYS WRONG,8,5,NONE,1,VIRGO
31,Never,1,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,18,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,15,Divorced,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,CHRISTIAN,4,Female,9,6,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,14,1,LESS THAN 2 YRS,7,PISCES
41,>Once/wk,3,Yes,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,25,High,LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,15,Divorced,IN-PERSON,ONCE A WEEK,NO,Dem,Conserv,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,CHRISTIAN,6,Female,1,2,Conserv,Nonsouth,Liberal,ALWAYS WRONG,11,0,NONE,5,GEMINI
80,Every wk,3,No,NO,6,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,<HS,5,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,5,Widowed,IN-PERSON,LESS THAN ONCE WK,YES,Ind,Conserv,Illegal to all,ONCE A DAY,McCain,No,CATHOLIC,6,Female,9,8,Conserv,Nonsouth,Conserv,ALWAYS WRONG,8,5,NONE,7,LIBRA
33,Never,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,29,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,16,Married,OVER THE PHONE,NEVER,NO,Ind,Moderate,Not illegal to all,ONCE A WEEK,Obama,No,NONE,6,Female,6,8,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,3,NONE,5,PISCES
44,2-3 times /mo,3,No,YES,4,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Graduate deg,22,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,21,Married,OVER THE PHONE,FEW TIMES A WEEK,YES,Rep,SlghtCons,Not illegal to all,ONCE A WEEK,Obama,Yes,PROTESTANT,7,Male,1,4,Mod,Nonsouth,Conserv,ALWAYS WRONG,13,1,MORE THAN 4 YRS,8,TAURUS
26,Sev times/yr,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,27,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Never married,IN-PERSON,NEVER,NO,Dem,Liberal,Not illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,7,Female,2,9,Mod,Nonsouth,Liberal,ALMST ALWAYS WRG,10,4,NONE,7,SCORPIO
86,Nrly evry wk,5,No,YES,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,<HS,6,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,20,Married,IN-PERSON,FEW TIMES A WEEK,YES,Dem,Moderate,Illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,3,Male,3,5,Conserv,Nonsouth,Conserv,ALWAYS WRONG,6,5,NONE,5,LEO
36,2-3 times /mo,2,No,YES,7,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Junior Coll,30,Low,NOT LEGAL,NOT TOO HAPPY,No,ALMST ALWAYS WRG,12,Never married,IN-PERSON,NEVER,NO,Dem,Moderate,Illegal to all,ONCE A DAY,Obama,No,CATHOLIC,7,Female,5,4,Conserv,Nonsouth,Mod,ALWAYS WRONG,11,1,NONE,6,CANCER
64,Never,6,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,<HS,35,Low,NOT LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,8,Never married,IN-PERSON,EVERYDAY,NO,Ind,Liberal,Illegal to all,NEVER,Obama,No,PROTESTANT,6,Male,3,5,Mod,Nonsouth,Liberal,ALWAYS WRONG,10,6,NONE,3,TAURUS
49,Nrly evry wk,5,Yes,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,30,High,LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,20,Married,IN-PERSON,ONCE A WEEK,NO,Dem,SlghtLib,Illegal to all,ONCE A DAY,Obama,Yes,NATIVE AMERICAN,5,Female,11,5,Conserv,Nonsouth,Mod,ALWAYS WRONG,4,5,NONE,5,PISCES
87,Nrly evry wk,0,No,YES,4,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,HS,19,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,9,Widowed,IN-PERSON,EVERYDAY,NO,Dem,Moderate,Illegal to all,ONCE A DAY,Obama,No,PROTESTANT,6,Female,4,2,Conserv,Nonsouth,Conserv,ALWAYS WRONG,11,5,NONE,8,LIBRA
24,Once/mo,5,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,10,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,3,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,NATIVE AMERICAN,8,Female,4,5,Liberal,Nonsouth,Liberal,ALWAYS WRONG,12,3,NONE,5,AQUARIUS
61,Once/mo,1,No,YES,1,NOT ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,HS,22,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,19,Married,IN-PERSON,FEW TIMES A WEEK,YES,Dem,SlghtCons,Not illegal to all,ONCE A WEEK,Obama,No,PROTESTANT,8,Male,2,4,Conserv,Nonsouth,Conserv,ALWAYS WRONG,10,3,NONE,8,GEMINI
89,>Once/wk,4,No,YES,7,NOT ALLOWED,ALLOWED,FIRED,ALLOWED,NOT ALLOWED,Not allowed,1,<HS,16,Mod,NOT LEGAL,PRETTY HAPPY,No,SOMETIMES WRONG,9,Widowed,IN-PERSON,EVERYDAY,NO,Dem,Moderate,Illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,2,Female,6,5,Conserv,Nonsouth,Conserv,ALWAYS WRONG,7,4,NONE,6,GEMINI
73,Once/yr,6,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,<HS,6,Low,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,18,Married,IN-PERSON,FEW TIMES A WEEK,YES,Ind,Moderate,Illegal to all,ONCE A WEEK,McCain,No,PROTESTANT,5,Male,2,2,Conserv,Nonsouth,Conserv,ALWAYS WRONG,10,3,MORE THAN 4 YRS,6,SAGITTARIUS
70,Nrly evry wk,3,No,YES,3,NOT ALLOWED,ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,4,HS,14,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,25,Married,IN-PERSON,EVERYDAY,YES,Rep,Conserv,Illegal to all,ONCE A WEEK,McCain,Yes,PROTESTANT,3,Female,4,5,Conserv,Nonsouth,Conserv,ALWAYS WRONG,9,3,NONE,7,AQUARIUS
48,Sev times/yr,3,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,6,Low,LEGAL,VERY HAPPY,No,ALWAYS WRONG,20,Married,IN-PERSON,LESS THAN ONCE WK,YES,Rep,Moderate,Not illegal to all,ONCE A WEEK,McCain,No,PROTESTANT,6,Male,1,9,Conserv,Nonsouth,Conserv,ALWAYS WRONG,14,1,NONE,7,LEO
21,Never,3,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,18,Mod,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,10,Never married,IN-PERSON,NEVER,NO,Rep,Moderate,Not illegal to all,ONCE A DAY,McCain,No,PROTESTANT,7,Female,2,5,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,11,5,NONE,7,GEMINI
26,Once/yr,5,No,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,NOT ALLOWED,Not allowed,2,HS,14,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,14,Married,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Illegal to all,LT ONCE A WEEK,Obama,No,PROTESTANT,4,Female,3,4,Conserv,Nonsouth,Mod,ALWAYS WRONG,6,3,NONE,5,ARIES
74,>Once/wk,5,No,YES,4,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,6,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,12,Divorced,IN-PERSON,ONCE A WEEK,NO,Rep,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,4,Female,6,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,10,3,NONE,10,PISCES
68,<Once/yr,3,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,1,HS,29,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,9,Divorced,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Illegal to all,NEVER,Obama,No,PROTESTANT,6,Male,3,4,Conserv,Nonsouth,Liberal,ALWAYS WRONG,3,4,NONE,5,LEO
69,2-3 times /mo,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,20,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,16,Widowed,IN-PERSON,LESS THAN ONCE WK,YES,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,8,Female,1,10,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,3,NONE,6,SCORPIO
59,Nrly evry wk,0,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,HS,25,Mod,NOT LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,15,Married,IN-PERSON,FEW TIMES A WEEK,YES,Ind,SlghtLib,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,PROTESTANT,6,Female,2,6,Conserv,Nonsouth,Liberal,ALWAYS WRONG,14,2,NONE,7,LEO
56,Once/yr,1,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,17,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,FEW TIMES A WEEK,YES,Dem,Liberal,Not illegal to all,NEVER,Obama,No,PROTESTANT,7,Male,3,5,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,14,1,NONE,6,SCORPIO
60,Once/mo,0,No,YES,4,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,33,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,EVERYDAY,YES,Dem,ExtrmLib,Not illegal to all,ONCE A DAY,Obama,No,OTHER,7,Male,6,6,Liberal,Nonsouth,Conserv,SOMETIMES WRONG,14,2,LESS THAN 2 YRS,7,SCORPIO
54,Once/yr,3,No,YES,1,ALLOWED,ALLOWED,FIRED,ALLOWED,NOT ALLOWED,Not allowed,2,HS,28,Low,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,18,Never married,IN-PERSON,FEW TIMES A WEEK,YES,Ind,Moderate,Illegal to all,SEVERAL TIMES A WEEK,McCain,No,PROTESTANT,4,Female,4,5,Conserv,Nonsouth,Liberal,ALMST ALWAYS WRG,9,2,NONE,5,SCORPIO
34,Once/yr,3,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,29,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,11,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,Obama,No,PROTESTANT,7,Female,2,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,12,3,NONE,7,CANCER
35,Once/yr,4,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,13,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,19,Married,IN-PERSON,FEW TIMES A WEEK,YES,Rep,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,5,Female,1,5,Conserv,Nonsouth,Conserv,ALWAYS WRONG,14,3,NONE,6,LIBRA
61,Every wk,5,No,YES,3,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,1,Bachelor deg,9,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,20,Divorced,IN-PERSON,FEW TIMES A WEEK,NO,Rep,ExtrmCons,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,4,Female,4,5,Conserv,Nonsouth,Conserv,ALWAYS WRONG,8,2,NONE,6,LEO
79,Nrly evry wk,5,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,31,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,20,Married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,SlghtLib,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,PROTESTANT,9,Male,2,1,Liberal,Nonsouth,Liberal,ALWAYS WRONG,12,3,2 TO 4 YEARS,10,VIRGO
78,Nrly evry wk,1,No,YES,6,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,24,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,15,Married,IN-PERSON,ONCE A WEEK,YES,Dem,Moderate,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,5,Female,9,0,Liberal,Nonsouth,Mod,ALWAYS WRONG,10,4,NONE,6,LEO
33,<Once/yr,1,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,14,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,20,Married,IN-PERSON,LESS THAN ONCE WK,YES,Ind,SlghtCons,Not illegal to all,ONCE A WEEK,McCain,No,CATHOLIC,5,Female,6,7,Conserv,Nonsouth,Liberal,ALWAYS WRONG,11,2,NONE,6,LIBRA
39,Sev times/yr,3,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,14,High,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,11,Never married,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Not illegal to all,ONCE A DAY,McCain,Yes,CHRISTIAN,9,Male,1,4,Mod,Nonsouth,Conserv,ALWAYS WRONG,14,2,LESS THAN 2 YRS,5,LEO
36,Every wk,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Junior Coll,35,Mod,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,9,Never married,IN-PERSON,NEVER,NO,Dem,ExtrmLib,Not illegal to all,NEVER,Obama,Yes,CHRISTIAN,8,Male,6,8,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,12,2,NONE,6,LIBRA
32,Sev times/yr,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,24,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,12,Never married,IN-PERSON,ONCE A WEEK,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,Obama,No,CHRISTIAN,6,Female,9,5,Mod,Nonsouth,Liberal,NOT WRONG AT ALL,11,0,NONE,6,PISCES
61,Never,0,No,YES,3,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,18,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Divorced,IN-PERSON,NEVER,NO,Dem,SlghtCons,Not illegal to all,LT ONCE A WEEK,Obama,No,PROTESTANT,2,Female,3,6,Mod,Nonsouth,Liberal,ALWAYS WRONG,11,3,NONE,8,LEO
29,<Once/yr,1,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Bachelor deg,22,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,19,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,Obama,No,NONE,8,Male,0,5,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,12,2,NONE,6,VIRGO
