age,attend,authoritarianism,black,born,childs,colath,colrac,colcom,colmil,colhomo,colmslm,con_govt,degree,egalit_scale,evangelical,grass,happy,hispanic_2,homosex,income06,marital,mode,news,owngun,partyid_3,polviews,pornlaw2,pray,pres08,reborn_r,relig,science_quiz,sex,sibs,social_connect,social_cons3,south,spend3,teensex,tolerance,tvhours,vetyears,wordsum,zodiac
85,Every wk,4,No,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,4,HS,30,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,19,Married,IN-PERSON,EVERYDAY,YES,Rep,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,5,Male,9,4,Conserv,Nonsouth,Conserv,ALWAYS WRONG,4,2,MORE THAN 4 YRS,6,PISCES
42,Never,4,No,YES,2,NOT ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,32,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Never married,IN-PERSON,NEVER,NO,Rep,ExtrmLib,Not illegal to all,NEVER,McCain,No,CATHOLIC,7,Male,0,5,Mod,Nonsouth,Conserv,SOMETIMES WRONG,11,1,NONE,5,CAPRICORN
61,Never,0,No,NO,2,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,31,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Married,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Liberal,Illegal to all,LT ONCE A WEEK,Obama,No,NONE,7,Female,4,4,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,10,3,NONE,8,ARIES
27,<Once/yr,4,No,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Graduate deg,14,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,24,Married,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,Obama,No,NONE,8,Female,2,6,Liberal,Nonsouth,Conserv,SOMETIMES WRONG,13,1,NONE,6,GEMINI
48,Never,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,23,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,24,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,7,Male,4,3,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,14,2,NONE,10,LIBRA
25,Once/yr,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Bachelor deg,8,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,23,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Moderate,Not illegal to all,ONCE A WEEK,Obama,No,NONE,9,Male,0,8,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,12,1,NONE,3,SAGITTARIUS
34,Once/yr,3,No,NO,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,22,Low,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,25,Married,OVER THE PHONE,ONCE A WEEK,NO,Rep,SlghtCons,Not illegal to all,NEVER,McCain,No,BUDDHISM,7,Male,3,4,Mod,Nonsouth,Mod,ALWAYS WRONG,12,2,NONE,6,TAURUS
64,Never,3,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,17,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,9,Widowed,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,PROTESTANT,7,Female,2,3,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,14,12,NONE,9,ARIES
82,Sev times/yr,1,No,NO,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,22,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,23,Widowed,IN-PERSON,EVERYDAY,NO,Dem,SlghtLib,Illegal to all,LT ONCE A WEEK,Obama,No,JEWISH,8,Male,1,8,Liberal,Nonsouth,Mod,ALMST ALWAYS WRG,14,2,NONE,9,CANCER
43,Never,1,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,24,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,ONCE A WEEK,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,7,Female,0,8,Liberal,Nonsouth,Mod,ALMST ALWAYS WRG,11,0,NONE,10,ARIES
54,Never,1,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,NOT ALLOWED,"Yes, allowed",2,HS,32,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,4,Divorced,IN-PERSON,NEVER,NO,Dem,ExtrmLib,Not illegal to all,ONCE A DAY,Obama,No,NONE,7,Female,2,3,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,13,4,NONE,6,LIBRA
25,Once/yr,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,28,Low,NOT LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,11,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Dem,SlghtLib,Not illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,8,Female,3,7,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,9,2,NONE,7,VIRGO
19,Once/mo,0,Yes,YES,0,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,28,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Conserv,Not illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,7,Female,3,8,Liberal,Nonsouth,Mod,ALWAYS WRONG,8,7,NONE,5,TAURUS
23,2-3 times /mo,1,Yes,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,18,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,Obama,Yes,NONE,7,Male,0,9,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,11,1,NONE,6,LIBRA
31,Never,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Bachelor deg,33,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Liberal,Not illegal to all,NEVER,Obama,No,NONE,5,Female,1,5,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,2,NONE,9,TAURUS
41,Never,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Junior Coll,16,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,NONE,8,Male,1,4,Liberal,Nonsouth,Conserv,ALWAYS WRONG,13,1,NONE,9,LEO
29,<Once/yr,2,Yes,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,23,Low,LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,15,Never married,IN-PERSON,NEVER,NO,Dem,SlghtLib,Not illegal to all,ONCE A WEEK,Obama,No,PROTESTANT,7,Female,4,3,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,14,4,NONE,7,VIRGO
51,<Once/yr,2,No,NO,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,Graduate deg,35,Low,LEGAL,VERY HAPPY,Yes,NOT WRONG AT ALL,17,Divorced,IN-PERSON,EVERYDAY,NO,Dem,SlghtLib,Illegal to all,NEVER,Obama,No,NONE,6,Female,3,7,Liberal,Nonsouth,Conserv,ALWAYS WRONG,12,1,NONE,2,CAPRICORN
55,Once/mo,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,3,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,18,Divorced,IN-PERSON,EVERYDAY,YES,Ind,Conserv,Not illegal to all,ONCE A WEEK,McCain,No,OTHER,7,Male,3,8,Mod,Nonsouth,Conserv,ALMST ALWAYS WRG,14,4,NONE,9,PISCES
36,Sev times/yr,2,Yes,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,28,Mod,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,ONCE A WEEK,YES,Dem,SlghtLib,Not illegal to all,ONCE A DAY,Obama,No,CHRISTIAN,7,Female,3,3,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,14,2,NONE,6,LEO
87,Every wk,3,No,YES,4,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,18,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,16,Widowed,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,4,Female,2,7,Mod,Nonsouth,Liberal,ALWAYS WRONG,9,4,LESS THAN 2 YRS,10,ARIES
28,Once/yr,3,No,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Bachelor deg,14,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Moderate,Not illegal to all,LT ONCE A WEEK,Obama,No,ORTHODOX-CHRISTIAN,6,Male,1,10,Liberal,Nonsouth,Conserv,ALWAYS WRONG,13,2,NONE,6,VIRGO
35,Every wk,3,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,7,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,25,Married,IN-PERSON,NEVER,NO,Rep,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,6,Male,1,9,Mod,Nonsouth,Conserv,ALWAYS WRONG,11,2,NONE,8,SAGITTARIUS
37,Every wk,5,No,NO,0,NOT ALLOWED,ALLOWED,NOT FIRED,ALLOWED,NOT ALLOWED,Not allowed,4,Graduate deg,28,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,25,Never married,IN-PERSON,EVERYDAY,NO,Rep,Moderate,Illegal to all,ONCE A WEEK,McCain,Yes,PROTESTANT,7,Male,8,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,9,5,NONE,6,TAURUS
84,Never,4,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,HS,4,Low,LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,19,Widowed,IN-PERSON,EVERYDAY,NO,Dem,Moderate,Illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,6,Male,4,2,Mod,Nonsouth,Conserv,ALWAYS WRONG,11,3,MORE THAN 4 YRS,8,LEO
21,Once/yr,0,No,YES,0,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,"Yes, allowed",2,HS,26,Low,LEGAL,VERY HAPPY,Yes,NOT WRONG AT ALL,10,Never married,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,9,Male,2,7,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,9,2,NONE,6,CAPRICORN
49,Nrly evry wk,3,No,NO,2,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,Bachelor deg,15,Mod,LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,24,Married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,SlghtCons,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,5,Male,2,3,Liberal,Nonsouth,Conserv,ALWAYS WRONG,8,3,NONE,5,TAURUS
42,2-3 times /mo,3,No,NO,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,NOT ALLOWED,Not allowed,3,HS,19,Mod,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,19,Married,OVER THE PHONE,EVERYDAY,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,Yes,HINDUISM,3,Female,5,0,Mod,Nonsouth,Liberal,ALWAYS WRONG,9,1,NONE,4,TAURUS
69,Never,3,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,HS,1,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,22,Married,IN-PERSON,NEVER,NO,Rep,Moderate,Not illegal to all,ONCE A WEEK,McCain,No,PROTESTANT,5,Female,2,3,Mod,Nonsouth,Conserv,ALWAYS WRONG,10,3,NONE,7,GEMINI
48,Never,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,18,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,18,Married,IN-PERSON,EVERYDAY,YES,Dem,ExtrmLib,Not illegal to all,NEVER,McCain,No,PROTESTANT,6,Female,1,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,14,1,NONE,8,GEMINI
20,Never,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,<HS,20,Low,LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,19,Never married,IN-PERSON,LESS THAN ONCE WK,YES,Rep,SlghtCons,Not illegal to all,LT ONCE A WEEK,McCain,No,CATHOLIC,8,Male,3,5,Liberal,Nonsouth,Mod,SOMETIMES WRONG,9,5,NONE,7,TAURUS
51,Once/yr,0,No,YES,1,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Graduate deg,27,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,24,Married,OVER THE PHONE,NEVER,YES,Dem,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,8,Female,3,5,Liberal,Nonsouth,Conserv,NOT WRONG AT ALL,13,1,NONE,8,VIRGO
60,2-3 times /mo,1,No,YES,4,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,31,Low,LEGAL,PRETTY HAPPY,No,SOMETIMES WRONG,20,Married,IN-PERSON,EVERYDAY,YES,Dem,Liberal,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,10,Male,6,5,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,2,NONE,8,PISCES
59,Never,0,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,31,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,20,Married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Illegal to all,LT ONCE A WEEK,Obama,No,NONE,5,Female,2,3,Mod,Nonsouth,Liberal,ALMST ALWAYS WRG,12,2,NONE,10,VIRGO
89,Once/yr,1,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,Bachelor deg,10,Mod,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,18,Widowed,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,2,Female,1,7,Conserv,Nonsouth,Conserv,ALWAYS WRONG,8,3,NONE,7,ARIES
18,Once/yr,5,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,22,Mod,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,16,Never married,IN-PERSON,NEVER,YES,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,CATHOLIC,6,Female,2,8,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,13,2,NONE,6,PISCES
54,>Once/wk,1,No,YES,4,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,HS,18,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,20,Married,IN-PERSON,FEW TIMES A WEEK,YES,Ind,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,Obama,No,PROTESTANT,6,Female,2,8,Conserv,Nonsouth,Liberal,ALWAYS WRONG,9,1,NONE,8,LIBRA
19,Sev times/yr,2,Yes,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,27,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Never married,IN-PERSON,EVERYDAY,YES,Dem,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,7,Female,3,4,Liberal,South,Liberal,SOMETIMES WRONG,14,4,NONE,5,LIBRA
31,Sev times/yr,3,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,1,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,LESS THAN ONCE WK,YES,Rep,Conserv,Not illegal to all,ONCE A DAY,McCain,No,PROTESTANT,8,Male,2,7,Mod,South,Conserv,ALWAYS WRONG,14,2,NONE,7,SCORPIO
51,Once/mo,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,14,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Never married,IN-PERSON,NEVER,NO,Rep,SlghtCons,Not illegal to all,ONCE A DAY,McCain,No,CHRISTIAN,6,Female,1,6,Liberal,South,Liberal,ALMST ALWAYS WRG,13,3,NONE,10,VIRGO
23,>Once/wk,3,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,26,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,12,Never married,OVER THE PHONE,ONCE A WEEK,NO,Ind,SlghtLib,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,INTER-NONDENOMINATIONAL,5,Male,3,8,Mod,South,Liberal,ALWAYS WRONG,13,8,NONE,8,AQUARIUS
63,Once/mo,2,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Bachelor deg,1,Mod,LEGAL,VERY HAPPY,No,SOMETIMES WRONG,25,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Rep,ExtrmCons,Not illegal to all,SEVERAL TIMES A DAY,McCain,No,PROTESTANT,8,Male,3,4,Liberal,South,Conserv,ALMST ALWAYS WRG,14,2,NONE,8,VIRGO
44,Once/yr,0,No,YES,3,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,2,Low,NOT LEGAL,VERY HAPPY,No,SOMETIMES WRONG,25,Married,IN-PERSON,FEW TIMES A WEEK,NO,Rep,SlghtCons,Not illegal to all,LT ONCE A WEEK,McCain,No,JEWISH,7,Female,0,4,Mod,South,Conserv,ALMST ALWAYS WRG,13,2,NONE,8,TAURUS
87,Every wk,6,No,YES,4,ALLOWED,ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,7,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,23,Widowed,IN-PERSON,FEW TIMES A WEEK,YES,Rep,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,4,Female,2,4,Conserv,South,Conserv,ALWAYS WRONG,7,4,NONE,4,LIBRA
50,Once/yr,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,26,Mod,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,16,Married,IN-PERSON,ONCE A WEEK,YES,Dem,SlghtLib,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,6,Female,3,8,Liberal,South,Mod,ALWAYS WRONG,13,3,NONE,4,GEMINI
52,>Once/wk,3,Yes,YES,4,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,HS,9,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,14,Divorced,IN-PERSON,ONCE A WEEK,NO,Rep,SlghtLib,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,6,Female,12,5,Liberal,South,Conserv,ALWAYS WRONG,8,3,NONE,3,PISCES
32,2-3 times /mo,3,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Junior Coll,7,High,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,20,Married,IN-PERSON,NEVER,YES,Ind,Conserv,Not illegal to all,ONCE A DAY,McCain,Yes,OTHER,6,Male,0,7,Mod,South,Conserv,NOT WRONG AT ALL,14,1,NONE,5,PISCES
51,Sev times/yr,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,14,Low,NOT LEGAL,VERY HAPPY,Yes,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,YES,Rep,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,CATHOLIC,7,Female,1,4,Mod,South,Liberal,ALWAYS WRONG,13,2,NONE,5,LEO
58,Never,3,No,NO,0,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,1,Graduate deg,11,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,21,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Rep,Conserv,Not illegal to all,ONCE A DAY,McCain,No,NONE,7,Male,0,5,Conserv,South,Mod,ALWAYS WRONG,9,3,NONE,5,CAPRICORN
75,>Once/wk,4,No,YES,2,NOT ALLOWED,ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,<HS,32,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,18,Married,IN-PERSON,FEW TIMES A WEEK,YES,Dem,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,4,Female,8,6,Conserv,South,Liberal,ALWAYS WRONG,7,6,NONE,5,LEO
71,Every wk,2,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,"Yes, allowed",1,Bachelor deg,16,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,21,Married,IN-PERSON,FEW TIMES A WEEK,REFUSED,Rep,ExtrmCons,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,4,Female,3,4,Conserv,South,Conserv,ALWAYS WRONG,8,2,NONE,6,SAGITTARIUS
72,Sev times/yr,4,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,HS,11,High,NOT LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,21,Widowed,IN-PERSON,FEW TIMES A WEEK,YES,Ind,SlghtCons,Illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,5,Female,4,6,Conserv,South,Liberal,ALWAYS WRONG,14,2,NONE,5,LIBRA
64,Every wk,2,No,NO,2,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,13,Low,NOT LEGAL,VERY HAPPY,Yes,ALWAYS WRONG,13,Divorced,IN-PERSON,ONCE A WEEK,NO,Rep,Conserv,Not illegal to all,NEVER,Obama,No,CHRISTIAN,6,Female,1,0,Mod,South,Mod,ALWAYS WRONG,13,3,NONE,5,LIBRA
35,Once/yr,2,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,29,High,LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,6,Never married,IN-PERSON,NEVER,NO,Ind,Liberal,Not illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,5,Female,5,2,Liberal,South,Mod,ALWAYS WRONG,12,3,NONE,6,CAPRICORN
34,2-3 times /mo,4,Yes,YES,3,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,19,High,LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,21,Married,IN-PERSON,ONCE A WEEK,NO,Dem,Moderate,Illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,5,Male,1,2,Liberal,South,Liberal,ALWAYS WRONG,12,4,NONE,6,PISCES
71,Never,5,Yes,YES,6,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,<HS,29,Mod,LEGAL,VERY HAPPY,No,ALWAYS WRONG,22,Married,IN-PERSON,NEVER,YES,Dem,SlghtCons,Not illegal to all,ONCE A DAY,Obama,Yes,NONE,6,Male,5,3,Mod,South,Conserv,ALWAYS WRONG,5,3,NONE,5,LIBRA
34,Once/yr,3,No,YES,1,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,1,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,23,Married,IN-PERSON,NEVER,YES,Rep,ExtrmCons,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,4,Male,3,4,Conserv,South,Liberal,ALWAYS WRONG,11,2,NONE,6,LIBRA
50,Once/mo,3,Yes,YES,2,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,NOT ALLOWED,Not allowed,3,HS,24,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,10,Divorced,OVER THE PHONE,EVERYDAY,YES,Dem,SlghtCons,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,PROTESTANT,5,Male,4,8,Liberal,South,Mod,ALWAYS WRONG,5,2,NONE,6,AQUARIUS
23,Never,4,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,28,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,18,Never married,IN-PERSON,FEW TIMES A WEEK,YES,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,7,Female,3,4,Liberal,South,Conserv,ALWAYS WRONG,14,2,NONE,6,CAPRICORN
53,Once/yr,3,No,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,20,High,NOT LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,14,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Rep,Moderate,Not illegal to all,ONCE A DAY,McCain,Yes,PROTESTANT,3,Male,3,11,Mod,South,Liberal,ALWAYS WRONG,12,12,NONE,5,SAGITTARIUS
